11:04:56 - Build: Release Dedicated
11:04:56 - Mount&Blade Warband WSE2 version: 1.174 1094 Apr 26 2023 16:13:23
11:04:56 - Havok version: 2013.1.0-r1
11:04:56 - WSE netcode version: 10
11:04:56 - Command line: --config-path server_config.ini -r PW.txt --module PW_4.5.5S
11:04:56 - Initializing timer...
11:04:56 - Collecting system info...
11:04:56 - Dumping system info...
11:04:56 - -- OS: Windows Server 2016
11:04:56 - WARNING: Duplicate language string ui_return_price
11:04:56 - WARNING: Duplicate language string ui_sell_price
11:04:56 - WARNING: Duplicate language string ui_reclaim_price
11:04:56 - WARNING: Duplicate language string ui_buying_price
11:04:56 - WARNING: Duplicate language string ui_default_item
11:04:56 - WARNING: Duplicate language string ui_buying_price_free
11:04:56 - WARNING: Duplicate language string ui_weight
11:04:56 - WARNING: Duplicate language string ui_plus_value_to_head_armor
11:04:56 - WARNING: Duplicate language string ui_plus_value_to_body_armor
11:04:56 - WARNING: Duplicate language string ui_plus_value_to_leg_armor
11:04:56 - WARNING: Duplicate language string ui_swing
11:04:56 - WARNING: Duplicate language string ui_damage
11:04:56 - WARNING: Duplicate language string ui_thrust
11:04:56 - WARNING: Duplicate language string ui_accuracy
11:04:56 - WARNING: Duplicate language string ui_speed_rating
11:04:56 - WARNING: Duplicate language string ui_value_to_damage
11:04:56 - WARNING: Duplicate language string ui_value_to_morale
11:04:56 - WARNING: Duplicate language string ui_resistance
11:04:56 - WARNING: Duplicate language string ui_size
11:04:56 - WARNING: Duplicate language string ui_weapon_reach
11:04:56 - WARNING: Duplicate language string ui_armor
11:04:56 - WARNING: Duplicate language string ui_speed
11:04:56 - WARNING: Duplicate language string ui_maneuver
11:04:56 - WARNING: Duplicate language string ui_charge
11:04:56 - WARNING: Duplicate language string ui_hit_points
11:04:56 - WARNING: Duplicate language string ui_requires_value_difficulty
11:04:56 - WARNING: Duplicate language string ui_bonus_against_shields
11:04:56 - WARNING: Duplicate language string ui_cant_be_used_to_block
11:04:56 - WARNING: Duplicate language string ui_troop_cant_use_item
11:04:56 - WARNING: Duplicate language string ui_notification_riding_skill_not_enough
11:04:56 - WARNING: Duplicate language string ui_notification_requirements_not_met
11:04:56 - WARNING: Duplicate language string ui_notification_payment_value
11:04:56 - WARNING: Duplicate language string ui_notification_payment_receive_value
11:04:56 - WARNING: Duplicate language string ui_one_handed_weapons
11:04:56 - WARNING: Duplicate language string ui_two_handed_weapons
11:04:56 - WARNING: Duplicate language string ui_polearms
11:04:56 - WARNING: Duplicate language string ui_archery
11:04:56 - WARNING: Duplicate language string ui_crossbows
11:04:56 - WARNING: Duplicate language string ui_throwing
11:04:56 - WARNING: Duplicate language string ui_firearms
11:04:56 - WARNING: Duplicate language string ui_reset
11:04:56 - WARNING: Duplicate language string ui_release_one
11:04:56 - WARNING: Duplicate language string ui_move_up
11:04:56 - WARNING: Duplicate language string ui_move_down
11:04:56 - WARNING: Duplicate language string ui_upgrade_one
11:04:56 - WARNING: Duplicate language string ui_party_skills
11:04:56 - WARNING: Duplicate language string ui_morale
11:04:56 - WARNING: Duplicate language string ui_terrible
11:04:56 - WARNING: Duplicate language string ui_very_low
11:04:56 - WARNING: Duplicate language string ui_low
11:04:56 - WARNING: Duplicate language string ui_below_average
11:04:56 - WARNING: Duplicate language string ui_average
11:04:56 - WARNING: Duplicate language string ui_above_average
11:04:56 - WARNING: Duplicate language string ui_high
11:04:56 - WARNING: Duplicate language string ui_very_high
11:04:56 - WARNING: Duplicate language string ui_excellent
11:04:56 - WARNING: Duplicate language string ui_starving
11:04:56 - WARNING: Duplicate language string ui_weekly_cost_value
11:04:56 - WARNING: Duplicate language string ui_company
11:04:56 - WARNING: Duplicate language string ui_prisoners_equal_value
11:04:56 - WARNING: Duplicate language string ui_choose_prisoners
11:04:56 - WARNING: Duplicate language string ui_choose_companions
11:04:56 - WARNING: Duplicate language string ui_rescued_prisoners
11:04:56 - WARNING: Duplicate language string ui_captured_enemies
11:04:56 - WARNING: Duplicate language string ui_disband
11:04:56 - WARNING: Duplicate language string ui_take_prisoner
11:04:56 - WARNING: Duplicate language string ui_take_back
11:04:56 - WARNING: Duplicate language string ui_give
11:04:56 - WARNING: Duplicate language string ui_take
11:04:56 - WARNING: Duplicate language string ui_sell
11:04:56 - WARNING: Duplicate language string ui_hire
11:04:56 - WARNING: Duplicate language string ui_notification_cant_hire
11:04:56 - WARNING: Duplicate language string ui_uncapture
11:04:56 - WARNING: Duplicate language string ui_capture
11:04:56 - WARNING: Duplicate language string ui_party_capcity_reached
11:04:56 - WARNING: Duplicate language string ui_all
11:04:56 - WARNING: Duplicate language string ui_joining_cost_weekly_wage
11:04:56 - WARNING: Duplicate language string ui_weekly_wage
11:04:56 - WARNING: Duplicate language string ui_price
11:04:56 - WARNING: Duplicate language string ui_number_ready_to_upgrade
11:04:56 - WARNING: Duplicate language string ui_upgrade_to_value
11:04:56 - WARNING: Duplicate language string ui_notification_no_slot_for_upgrade
11:04:56 - WARNING: Duplicate language string ui_shield_broken
11:04:56 - WARNING: Duplicate language string ui_shield_cracked
11:04:56 - WARNING: Duplicate language string ui_shield_deformed
11:04:56 - WARNING: Duplicate language string ui_you_hit_a_friendly_troop
11:04:56 - WARNING: Duplicate language string ui_hit_shield_on_back
11:04:56 - WARNING: Duplicate language string ui_delivered_couched_lance_damage
11:04:56 - WARNING: Duplicate language string ui_received_couched_lance_damage
11:04:56 - WARNING: Duplicate language string ui_speed_bonus_plus
11:04:56 - WARNING: Duplicate language string ui_speed_bonus
11:04:56 - WARNING: Duplicate language string ui_cant_reload_this_weapon_on_horseback
11:04:56 - WARNING: Duplicate language string ui_no_more_bolts
11:04:56 - WARNING: Duplicate language string ui_you_are_not_carrying_any_bolts
11:04:56 - WARNING: Duplicate language string ui_no_more_arrows
11:04:56 - WARNING: Duplicate language string ui_you_are_not_carrying_any_arrows
11:04:56 - WARNING: Duplicate language string ui_head_shot
11:04:56 - WARNING: Duplicate language string ui_delivered_number_damage
11:04:56 - WARNING: Duplicate language string ui_delivered_number_damage_to_horse
11:04:56 - WARNING: Duplicate language string ui_horse_charged_for_number_damage
11:04:56 - WARNING: Duplicate language string ui_received_number_damage
11:04:56 - WARNING: Duplicate language string ui_horse_received_number_damage
11:04:56 - WARNING: Duplicate language string ui_value_killed_teammate
11:04:56 - WARNING: Duplicate language string ui_horse_fell_dead
11:04:56 - WARNING: Duplicate language string ui_horse_crippled
11:04:56 - WARNING: Duplicate language string ui_shot_difficulty
11:04:56 - WARNING: Duplicate language string ui_you_have_improved_your_proficiency_in_value_to_number
11:04:56 - WARNING: Duplicate language string ui_your_proficiency_in_value_has_improved_by_number_to_number
11:04:56 - WARNING: Duplicate language string ui_value_killed_by_value
11:04:56 - WARNING: Duplicate language string ui_value_fell_dead
11:04:56 - WARNING: Duplicate language string ui_value_knocked_unconscious_by_value
11:04:56 - WARNING: Duplicate language string ui_value_fell_unconscious
11:04:56 - WARNING: Duplicate language string ui_troop_routed
11:04:56 - WARNING: Duplicate language string ui_troop_panicked
11:04:56 - WARNING: Duplicate language string ui_troop_fled
11:04:56 - WARNING: Duplicate language string ui_you_got_number_experience
11:04:56 - WARNING: Duplicate language string ui_you_have_advanced_to_level_number
11:04:56 - WARNING: Duplicate language string ui_value_has_advanced_to_level_number
11:04:56 - WARNING: Duplicate language string ui_you_got_value
11:04:56 - WARNING: Duplicate language string ui_new_quest_taken
11:04:56 - WARNING: Duplicate language string ui_quest_completed_value
11:04:56 - WARNING: Duplicate language string ui_quest_succeeded_value
11:04:56 - WARNING: Duplicate language string ui_quest_failed_value
11:04:56 - WARNING: Duplicate language string ui_quest_concluded_value
11:04:56 - WARNING: Duplicate language string ui_quest_cancelled_value
11:04:56 - WARNING: Duplicate language string ui_lost_value
11:04:56 - WARNING: Duplicate language string ui_items_lost
11:04:56 - WARNING: Duplicate language string ui_party_has_nothing_to_eat
11:04:56 - WARNING: Duplicate language string ui_days_training_is_complete
11:04:56 - WARNING: Duplicate language string ui_total_experience_gained_through_training_number
11:04:56 - WARNING: Duplicate language string ui_some_soldiers_are_ready_to_upgrade
11:04:56 - WARNING: Duplicate language string ui_number_of_companions_exceeds_leadership_limit
11:04:56 - WARNING: Duplicate language string ui_number_of_prisoners_exceeds_prisoner_management_limit
11:04:56 - WARNING: Duplicate language string ui_party_morale_is_low
11:04:56 - WARNING: Duplicate language string ui_and_one_space
11:04:56 - WARNING: Duplicate language string ui_has_deserted_the_party
11:04:56 - WARNING: Duplicate language string ui_have_deserted_the_party
11:04:56 - WARNING: Duplicate language string ui_weekly_report
11:04:56 - WARNING: Duplicate language string ui_shared_number_experience_within_party
11:04:56 - WARNING: Duplicate language string ui_got_item_value
11:04:56 - WARNING: Duplicate language string ui_game_saved_successfully
11:04:56 - WARNING: Duplicate language string ui_autosaving
11:04:56 - WARNING: Duplicate language string ui_quick_saving
11:04:56 - WARNING: Duplicate language string ui_cant_quick_save
11:04:56 - WARNING: Duplicate language string ui_screenshot_taken_to_value
11:04:56 - WARNING: Duplicate language string ui_screenshot_failed
11:04:56 - WARNING: Duplicate language string ui_value_joined_your_party
11:04:56 - WARNING: Duplicate language string ui_value_joined_party_as_prisoner
11:04:56 - WARNING: Duplicate language string ui_value_has_joined_party
11:04:56 - WARNING: Duplicate language string ui_value_has_been_taken_prisoner
11:04:56 - WARNING: Duplicate language string ui_value_left_the_party
11:04:56 - WARNING: Duplicate language string ui_number_values_left_the_party
11:04:56 - WARNING: Duplicate language string ui_number_value_left_the_party
11:04:56 - WARNING: Duplicate language string ui_your_relations_with_value_has_improved_from_number_to_number
11:04:56 - WARNING: Duplicate language string ui_your_relations_with_value_has_deteriorated_from_number_to_number
11:04:56 - WARNING: Duplicate language string ui_you_lost_value
11:04:56 - WARNING: Duplicate language string ui_lost_item_value
11:04:56 - WARNING: Duplicate language string ui_got_number_value
11:04:56 - WARNING: Duplicate language string ui_lost_number_value
11:04:56 - WARNING: Duplicate language string ui_set_default_keys
11:04:56 - WARNING: Duplicate language string ui_undo_changes
11:04:56 - WARNING: Duplicate language string ui_press_a_key
11:04:56 - WARNING: Duplicate language string ui_return_to_game
11:04:56 - WARNING: Duplicate language string ui_options
11:04:56 - WARNING: Duplicate language string ui_save_and_exit
11:04:56 - WARNING: Duplicate language string ui_save
11:04:56 - WARNING: Duplicate language string ui_save_as
11:04:56 - WARNING: Duplicate language string ui_quit_without_saving
11:04:56 - WARNING: Duplicate language string ui_empty_slot
11:04:56 - WARNING: Duplicate language string ui_game_saved
11:04:56 - WARNING: Duplicate language string ui_confirm_overwrite
11:04:56 - WARNING: Duplicate language string ui_dynamic_lighting
11:04:56 - WARNING: Duplicate language string ui_character_shadows
11:04:56 - WARNING: Duplicate language string ui_grass_density
11:04:56 - WARNING: Duplicate language string ui_environment_shadows
11:04:56 - WARNING: Duplicate language string ui_realistic_shadows_on_plants
11:04:56 - WARNING: Duplicate language string ui_particle_systems
11:04:56 - WARNING: Duplicate language string ui_gamma
11:04:56 - WARNING: Duplicate language string ui_character_detail
11:04:56 - WARNING: Duplicate language string ui_character_shadow_detail
11:04:56 - WARNING: Duplicate language string ui_blood_stains
11:04:56 - WARNING: Duplicate language string ui_on
11:04:56 - WARNING: Duplicate language string ui_off
11:04:56 - WARNING: Duplicate language string ui_near_player_only
11:04:56 - WARNING: Duplicate language string ui_default
11:04:56 - WARNING: Duplicate language string ui_3d_grass
11:04:56 - WARNING: Duplicate language string ui_number_of_ragdolls
11:04:56 - WARNING: Duplicate language string ui_number_of_corpses
11:04:56 - WARNING: Duplicate language string ui_unlimited
11:04:56 - WARNING: Duplicate language string ui_anisotropic_filtering
11:04:56 - WARNING: Duplicate language string ui_fast_water_reflection
11:04:56 - WARNING: Duplicate language string ui_maximum_framerate
11:04:56 - WARNING: Duplicate language string ui_show_framerate
11:04:56 - WARNING: Duplicate language string ui_estimated_performance
11:04:56 - WARNING: Duplicate language string ui_change_graphics_settings_explanation
11:04:56 - WARNING: Duplicate language string ui_start_tutorial
11:04:56 - WARNING: Duplicate language string ui_start_a_new_game
11:04:56 - WARNING: Duplicate language string ui_restore_a_saved_game
11:04:56 - WARNING: Duplicate language string ui_exit_to_windows
11:04:56 - WARNING: Duplicate language string ui_credits
11:04:56 - WARNING: Duplicate language string ui_version_value
11:04:56 - WARNING: Duplicate language string ui_active_quests
11:04:56 - WARNING: Duplicate language string ui_finished_quests
11:04:56 - WARNING: Duplicate language string ui_given_on_date
11:04:56 - WARNING: Duplicate language string ui_days_since_given
11:04:56 - WARNING: Duplicate language string ui_quest_progression_number
11:04:56 - WARNING: Duplicate language string ui_too_many_quests
11:04:56 - WARNING: Duplicate language string ui_ok
11:04:56 - WARNING: Duplicate language string ui_move_forward
11:04:56 - WARNING: Duplicate language string ui_move_backward
11:04:56 - WARNING: Duplicate language string ui_move_left
11:04:56 - WARNING: Duplicate language string ui_move_right
11:04:56 - WARNING: Duplicate language string ui_action
11:04:56 - WARNING: Duplicate language string ui_jump
11:04:56 - WARNING: Duplicate language string ui_attack
11:04:56 - WARNING: Duplicate language string ui_parry_then_attack
11:04:56 - WARNING: Duplicate language string ui_defend
11:04:56 - WARNING: Duplicate language string ui_kick
11:04:56 - WARNING: Duplicate language string ui_equip_weapon_1
11:04:56 - WARNING: Duplicate language string ui_equip_weapon_2
11:04:56 - WARNING: Duplicate language string ui_equip_weapon_3
11:04:56 - WARNING: Duplicate language string ui_equip_weapon_4
11:04:56 - WARNING: Duplicate language string ui_equip_next_weapon
11:04:56 - WARNING: Duplicate language string ui_equip_next_shield
